sentence;type;entities
Sản phẩm này màu tím còn ở cửa hàng nào bạn ơi;hoi_dia_chi;COLOR:tím
Em có con s8 plus cũ mà màu đen giờ muốn đổi mấy mới mà màu tím không biết có được không và được áp dụng trả góp không ạ?;hoi_doi_cu_lay_moi;PHONE:s8 plus|PHONE_TYPE:cũ|COLOR:đen|COLOR:tím
cho mình hỏi máy có hỗ trợ trả góp 0% ko qua thẻ tín dụng ko vậy;hoi_tra_gop;IS_NEEDED:hỗ trợ trả góp
Cho mình hỏi máy bên shop có phải là hàng VN/A ko ạ?;hoi_nguon_hang;WHAT_CODE:hàng VN/A
màu tím khói còn ko?;hoi_con_hang;COLOR:tím
Máy còn nguyên seal ko ạ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:nguyên seal
Cho mình hỏi là samsung galaxy s8 plus ở shop còn màu orchid gray ko ạ?;hoi_con_hang;PHONE:samsung galaxy s8 plus|COLOR:gray
Sao con này pin lại chỉ 2900. Kém hơn con A2 vậy. Có gì nhầm lẫn không ad?;hoi_phan_cung;HOW_LONG_PIN:pin lại chỉ
Ad ơi cho e hỏi trả góp 3-6 tháng đc ko ạ;hoi_tra_gop;IS_NEEDED:trả góp
bên mình hà nội còn hàng dạng này ko ad;hoi_con_hang;LOCATION:hà nội
Cho minh hoi tinh trang Nguyên hộp, đã kích hoạt bảo hành la nhu the nao nhi;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:đã kích hoạt
BÊN mình có còn hàng ko ạ;hoi_con_hang;OTHER:còn hàng ko
Cho mình hỏi, nếu mua trả góp, thì trả góp với giá 10,090,000đ hay giá 12,990,000 như trong bảng Danh sách sản phẩm áp dụng trả góp lãi suất 0%;hoi_tra_gop;IS_NEEDED:mua trả góp
mua trả góp có được giao hàng thu tiền tận nơi ko ạ;hoi_tra_gop;IS_NEEDED:mua trả góp
máy đã kích hoạt có đc tạng phiếu mua hàng 1tr4 ko ad;hoi_khuyen_mai;SALE_OFF_GIFF:đc tạng phiếu
Hiện tại mình mua máy ở celllhones được 30 ngày. Máy màu xanh muốn để lại ho bạn nào cần. Giá 10tr5 máy mới leng cưng lhe:  máy còn bh hơn 11 tháng;hoi_doi_cu_lay_moi;COLOR:xanh
Hàng này k có các gói khuyen mãi ha shop;hoi_khuyen_mai;SALE_OFF_GIFF:gói khuyen mãi
cho mình hỏi đã kích hoạt là đã qua sử dụng à;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:kích hoạt
cho mình hỏi máy này nếu trả góp thì trả trước bnhieu tiền vậy;hoi_tra_gop;IS_NEEDED:trả góp
Muốn lấy sim không lấy loa giá bao nhiêu vậy shop?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:không lấy loa
Ở quận 9 còn san phẩm màu tím không?;hoi_con_hang;LOCATION:quận 9|COLOR:tím
Con này pin dùng liên tục đc bao nhiêu lâu vay;hoi_phan_cung;HOW_LONG_PIN:pin dùng liên tục
Chương trình áp đụng cho đến khi nào vậy ad.;hoi_khuyen_mai;WHEN_END_SALE_OFF:đến khi nào
Mua trả góp có đc tặng quà không ;hoi_khuyen_mai;SALE_OFF_GIFF:tặng quà
E mua đt lấy sim KO lấy loa thì được giảm bao nhiu ad;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:KO lấy loa
Nếu em mua mỗi máy và chỉ lấy sạc dự phòng thì giá như thế nào ạ?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:chỉ lấy sạc
Sao e mua k có quà hay khuyến mãi gì vậy;hoi_khuyen_mai;SALE_OFF_GIFF:k có quà hay khuyến mãi
Ở thái hà còn màu trắng k ạ;hoi_con_hang;LOCATION:thái hà|COLOR:trắng
Liệu mua chả góp có khuyến mãi hay quà gì k ad;hoi_khuyen_mai;SALE_OFF_GIFF:có khuyến mãi
Màu tím, hcm còn ở chi nhánh nào vậy shop?;hoi_dia_chi;COLOR:tím|LOCATION:hcm
mình có những cửa hàng nào vậy shop;hoi_dia_chi;OTHER:cửa hàng nào
nếu không nhận quà thì sao ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:không nhận quà
Thủ tục trả góp sao vậy;hoi_tra_gop;IS_NEEDED:trả góp
Máy này chưa kích hoạt bảo hành phải ko , và có full phụ kiện ko;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:chưa kích hoạt
Trong thời gian giảm Blackfriday nếu em mua máy chỉ lấy Sạc dự phòng các quà khác em không lấy thì giá còn bao nhiêu ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:chỉ lấy Sạc
Mua trong ngày hnay giá còn bao nhiêu bao gồm cả quà vậy ạ;hoi_gia;OTHER:bao nhiêu
nếu không lấy quà và sale  black friday thì giá bao nhiêu?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:không lấy quà
Không lấy quà thì đt giá còn bn shop;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:Không lấy quà
Mh mua  6290k ko nhận quà cellphones thì giá cob bn ad;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:ko nhận quà
Mua trong nggày hnay k lấy qà thì còn bn ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:k lấy qà
Không lấy quà thì còn bao nhiêu;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:Không lấy quà
Giảm giá với kh lấy quà thì còn giá bn;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:kh lấy quà
Black friday giảm giá bao nhiêu, trả góp đc giảm giá k. Và k lấy quà thì như nào ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:k lấy quà
ngày Black Friday giảm bao nhiêu ạ ?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:giảm bao nhiêu
Mình ở HCM nếu mình không lấy quà thì giá nó như nào ạ;hoi_gia;LOCATION:HCM|IS_PRICE_AFTER_SALE_OFF_PRICE:không lấy quà
Cho e hỏi hiện tại mua nova 3i có ưu đãi gì?;hoi_khuyen_mai;SALE_OFF_GIFF:ưu đãi gì|PHONE:nova 3i
19 tuổi đầy đủ giấy tờ có thể trả góp được không ạ;hoi_tra_gop;IS_NEEDED:có thể trả góp
có trả góp qua thẻ tín dụng của maritime bank hem;hoi_tra_gop;IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT:trả góp qua thẻ
Mình ở tân bình không biết mua ở cửa hàng nào gần nhất ạ ? ;hoi_dia_chi;LOCATION:tân bình
add oi hiện bên cellphone còn khuyến mãi ko vậy? ;hoi_khuyen_mai;IS_SALE_OFF_NOW:còn khuyến mãi ko
Chính sách không lấy bộ quà tặng thì được giảm giá máy còn 5790k dc thực hiện đến bao giờ ạ?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:không lấy bộ quà
Nếu ko lấu bộ quà tặng thì trừ bao nhiêu ạ??;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:ko lấu bộ quà
Ad ơi cho hỏi bộ quà tặng 1tr7 là bao gồm gồm đồ j vậy ạ thank ad;hoi_khuyen_mai;SALE_OFF_GIFF:bao gồm
iphone 5 đen giá nhiêu?;hoi_gia;PHONE:iphone 5|COLOR:đen
iphone 6 - 32gb đỏ thủ đức còn không;hoi_con_hang;PHONE:iphone 6|ROM:32|COLOR:đỏ|LOCATION:thủ đức
iphone 6 - 32gb đỏ ở thủ đức giá nhiêu?;hoi_gia;PHONE:iphone 6|ROM:32|COLOR:đỏ|LOCATION:thủ đức
iphone 6 - 32gb sau khuyến mãi còn nhiêu?;hoi_gia;PHONE:iphone 6|ROM:32|IS_PRICE_AFTER_SALE_OFF_PRICE:sau khuyến mãi còn nhiêu?
khi nào mới có màu bạc ạ ?;hoi_khi_nao;COLOR:bạc
Bên shop còn bản màu bạc, khu vực tphcm ko shop ơi!;hoi_con_hang;COLOR:bạc|LOCATION:tphcm
Giá có vat chưa shop;hoi_gia;IF_INCLUDE_TAX:Giá có vat
Trả góp qua công ty tài chính lãi suất là bao nhiêu vậy ad;hoi_tra_gop;IS_NEEDED:Trả góp
có trả góp % cho máy mã vn k shop?;hoi_tra_gop;IS_NEEDED:trả góp
Hết màu bạc rồi à ad ?;hoi_con_hang;COLOR:bạc
Ad giữ máy cho e nhe;hoi_dia_chi;OTHER:giữ máy
có trả gop k ạ;hoi_tra_gop;IS_NEEDED:trả gop
Có màu xám ko;hoi_con_hang;COLOR:xám
Đây là bản vna ak ad ;hoi_nguon_hang;WHAT_FROM_TYPE:bản vna
shop cho mình hỏi bên mình còn iphone X vna màu bạc không ạ;hoi_con_hang;PHONE:iphone X|COLOR:bạc
Cho mình hỏi hà nội còn màu bạc không nhỉ;hoi_con_hang;LOCATION:hà nội|COLOR:bạc
cho mình hỏi có con IpX 64GB mới màu bạc ko ạ??? Mình ở tphcm;hoi_con_hang;PHONE:|ROM:64|COLOR:bạc|LOCATION:tphcm
Đag xai 7+ muôn lên X thj bu thêm khoag bao nkjêu vây shop?;hoi_doi_cu_lay_moi;PHONE:7+|PHONE:X
Shop cho e hỏi là máy đang thảm khảo là máy mới chính hãng nguyên seal hay máy CPO?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:nguyên seal
Shop oi iphone x chinh hang duoc nhap tu dau ve a co nhap tu my ko ma phai la chinh hang;hoi_nguon_hang;LOCATION:my
có thanh toán bằng thẻ đc ko ad;hoi_tra_gop;IS_SUPPORTED_BUYING_THROUGH_CREDIT:thanh toán bằng thẻ
Giá cả khuyến mãi có gì khác ko;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:Giá cả khuyến mãi có gì khác
Máy có nguyen seal ko ạ, chưa bóc lớp ni lông ngoài hop chứ ạ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:nguyen seal
bản VN/A có 256gb không ạ? ;hoi_con_hang;ROM:256|CODE:VN/A
Chi Có cccd có mua trả góp đc ko shop;hoi_tra_gop;IS_NEEDED:mua trả góp
chào Bạn mk muốn mua trả góp IPX phải trả trước tối thiểu bao nhiêu phần trăm vs nếu muộn lãi suất 0% cần những gì;hoi_tra_gop;IS_NEEDED:mua trả góp|PHONE:IPX
Chào bạn ,mình ở hcm q3 bên bạn còn cây này không? ở chi nhánh nào vậy bạn?;hoi_dia_chi;LOCATION:hcm|LOCATION:q3
Máy iphone x 64gb vn/a này do fpt phân phối à;hoi_nguon_hang;PHONE:iphone x|ROM:64|CODE:vn/a|WHAT_FROM_TYPE:fpt phân phối à
Iphone x 64gb vn/a khi nào có màu trắng ạ;hoi_khi_nao;PHONE:Iphone x|ROM:64|CODE:vn/a|COLOR:trắng
Thành phố HCM có hàng ipX 64g chính hãng chưa ạ?;hoi_con_hang;LOCATION:HCM|PHONE:ipX|ROM:64|WHAT_FROM_TYPE:chính hãng
Mình muốn trả góp iPhone X theo thẻ tín dụng maritime Bank;hoi_tra_gop;IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT:trả góp iPhone X theo thẻ tín dụng
Cho mình hỏi khi nào có hàng vậy nhỉ;hoi_khi_nao;OTHER:hỏi khi nào
Cellphone Ở Bình Dương mình có ko;hoi_con_hang;LOCATION:Bình Dương
ad cho minh hoi trả truoc bao nhiêu , mỗi tháng trả bao nhiêu kì hanh bao nhiêu vạy;hoi_tra_gop;IS_NEEDED:trả truoc bao nhiêu
bên mình còn hàng k?;hoi_con_hang;OTHER:còn hàng k
giá hiu vậy shop;hoi_gia;OTHER:giá hiu
toi co iphonex 256gb doi iphone xsmax 512 thi bu bao nhieu;hoi_doi_cu_lay_moi;PHONE:iphonex|ROM:256|PHONE:iphone xsmax|ROM:512
Bạn ơi cho mình hỏi, có đổi được từ iphone 7 plus 256gb lên iphone xs max 512gb được không?;hoi_doi_cu_lay_moi;PHONE:iphone 7 plus|ROM:256|PHONE:iphone xs max|ROM:512
Xs max 512Gb gold chính hãng và 2sim có sẵn ở cửa hàng nào v Ad;hoi_dia_chi;PHONE:Xs max|ROM:512|COLOR:gold|HOW_NUMBER_SIM:2sim
Xs max 512Gb gold 2sim phải không ạ?;hoi_phan_cung;PHONE:Xs max|ROM:512|HOW_NUMBER_SIM:2sim
bạn ơi cho mình hỏi có đổi đc từ iphone 8plus lên xs max 64 gb có đc ko bạn;hoi_doi_cu_lay_moi;PHONE:iphone 8plus|PHONE:xs max|ROM:64
Mình xin giá cụ thể đc ko ạ;hoi_gia;OTHER:giá cụ thể
Cho mình hỏi ở HN máy 8+ màu xám có bản của thị trường nào ạ?;hoi_dia_chi;LOCATION:HN|PHONE:8+|COLOR:xám
mình muốn trả trước 40% góp 9th thì có được ko ạ?;hoi_tra_gop;IS_NEEDED:trả trước
8plus màu đen có máy của Mỹ hong shop;hoi_nguon_hang;PHONE:8plus|COLOR:đen|LOCATION:Mỹ
Ở Hà nội 8plus có phiên bản LL/A không ad?;hoi_con_hang;LOCATION:Hà nội|PHONE:8plus|CODE:LL/A
trả góp lãi suất s ad.đưa trc bao nhiêu và mỗi tháng góp bao nhiêu.;hoi_tra_gop;IS_NEEDED:trả góp lãi suất
Cho em hỏi đây có phải dòng quốc tế khg ạ;hoi_nguon_hang;IS_GLOBAL:phải dòng quốc tế
cửa hàng trên đường Lê Văn Việt , Q9 có hàng kg, giá thế nào ?;hoi_con_hang;LOCATION:Lê Văn Việt
Tại hà nội còn hàng ko vậy ạ. Quận hà đông hoặc lân cận cũng đc ạ;hoi_con_hang;LOCATION:hà nội|LOCATION:hà đông
cần trả góp qua ngân hàng home trong 12 tháng thì lãi suất bao nhiêu và mỗi tháng cần đống bao nhiêu .cho dòng mái iPhone 8 plus;hoi_tra_gop;IS_NEEDED:cần trả góp|PHONE:iPhone 8 plus
Cho em hỏi với ạ. Máy ở tình trạng mới full luôn phải không ạ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:mới full
em muốn mua trả góp thì cần những gì ạ?;hoi_tra_gop;IS_NEEDED:mua trả góp
ip8 plus gold 64gb  nhập khẩu qte giá bao nhiêu thế bạn ơi?;hoi_gia;PHONE:ip8 plus|COLOR:gold|ROM:64
Hàng quốc tế hay look ạ shop;hoi_nguon_hang;IS_GLOBAL:quốc tế hay look
máy 99% này có bung máy chưa shop ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:máy 99%
khả năng chống nước ntn vậy;hoi_phan_cung;IS_WATER_PROTECTED:chống nước
máy apple ip8 plus còn mã LL/A trong địa bàn HCM k ạ?;hoi_con_hang;PHONE:ip8 plus|CODE:LL/A|LOCATION:HCM
Cho mình hỏi.hiện giờ em chưa đủ 20t em có thể đi làm thẻ visa và trả góp k ạ.và điều kiện trả góp quả thẻ visa là sau. Ad có thể nói rỏ không ;hoi_tra_gop;IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT:visa và trả góp
cho mình hỏi bên cửa hàng mình có bán iphone 8 plus 256gb ko ạ?;hoi_con_hang;PHONE:iphone 8 plus|ROM:256
máy bên mình có chính hãng VN/A không ạ;hoi_nguon_hang;WHAT_FROM_TYPE:chính hãng|CODE:VN/A
Cho mình hỏi. Apple Iphone 8Plus 64Gb là hàng nhập bên Mỹ nguyên seal chưa active hả Ad;hoi_nguon_hang;PHONE:Iphone 8Plus|ROM:64|IS_BRAND_NEW_OR_LIKE_NEW:nguyên seal
Cho e hỏi về trả góp máy 8plus với ạ;hoi_tra_gop;IS_NEEDED:trả góp|PHONE:8plus
Loại này có màu đen không vậy?;hoi_con_hang;COLOR:đen
Cho mình hỏi là giờ muốn mua iphone 8plus 64gb , mình muốn mua trả góp trong vòng 12 tháng và trả trước 50% vậy số tiền 50% là bao nhiêu vậy ạ với giấy tờ mình có CMND và bằng lái đủ chưa ?;hoi_tra_gop;IS_NEEDED:mua trả góp
Đây là máy mới 100% nguyên hộp hay sao ạ!?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:máy mới
Cửa hàng Cộng Hòa còn Ip 8 plus đỏ không;hoi_con_hang;LOCATION:Cộng Hòa|PHONE:Ip 8 plus|COLOR:đỏ
Nếu trả qua thẻ shinhan trong 12 tháng thì mỗi tháng trả 1tr6 phải không shop?;hoi_tra_gop;IS_NEEDED:trả qua thẻ
Cho mình hỏi mình mua điện thoại này có xuất đc hóa đơn VAT ko ?;hoi_gia;IF_INCLUDE_TAX:xuất đc hóa đơn
8 plus 256 gb vàng giá bao nhiêu bạn;hoi_gia;PHONE:8 plus|ROM:256|COLOR:vàng
Nếu viết hóa đơn đỏ luôn thì giá có thay đổi không?;hoi_gia;IF_INCLUDE_TAX:Nếu viết hóa đơn đỏ
IPhone 8 plus bản màu đỏ 64gb còn ở cửa hàng Âu Cơ Tân Bình k ah;hoi_con_hang;PHONE:IPhone 8 plus|COLOR:đỏ|ROM:64|LOCATION:Âu Cơ
Iphone 8 plus đỏ 64gb ở Nguyễn văn cừ còn k ad?;hoi_con_hang;PHONE:Iphone 8 plus|COLOR:đỏ|ROM:64|LOCATION:Nguyễn văn cừ
Dạ cho e hỏi iphone 8 plus 64gb màu bạc nhập khẩu ở nước nào v ạ;hoi_nguon_hang;PHONE:iphone 8|ROM:64|COLOR:bạc|LOCATION:nước nào
Ad cho hỏi iphone 8 plus Chính hãng màu gold ở quận 9 còn k ạ;hoi_con_hang;PHONE:iphone 8 plus|COLOR:gold|LOCATION:quận 9
Cho tôi hỏi trả góp bằng thẻ có cần chính chủ không vậy?;hoi_tra_gop;IS_NEEDED:trả góp
Máy iPhone 8plus màu đen mã LL/A còn hàng ko shop?;hoi_con_hang;PHONE:iPhone 8plus|COLOR:đen|CODE:LL/A
Shop cho mình hỏi 8+ 64G Gold new chui sạc 2 chân bao nhiêu ạh?;hoi_gia;PHONE:8+|ROM:64|COLOR:Gold
Shop check giúp mình cửa hàng khu vực Q10, Q1 và Q3 nha;hoi_dia_chi;LOCATION:Q10|LOCATION:Q1|LOCATION:Q3
Shop ơi, Trả góp qua thẻ tín dụng thì trả trc bn %, và trả trc trong vòg bn thág, trả góp bằg thẻ tón dịng có đc trả góp 0% k ạ;hoi_tra_gop;IS_NEEDED:Trả góp
8plus đỏ chính hảng có hàng k shop ?;hoi_con_hang;PHONE:8plus|COLOR:đỏ
8plus đỏ chính hảng Giá bao nhiêu?;hoi_gia;PHONE:8plus|COLOR:đỏ
Bên mình còn bản LL/A K?;hoi_con_hang;CODE:LL/A
Cho mình hỏi củ sạc đi kèm máy là 2 chân hay 3 chân vậy ;hoi_phan_cung;WHAT_CHARGER:củ sạc đi kèm
máy này là mới 100% full box và mã VN/A hả shop;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:full box
Cho em hỏi mua điện thoại trả góp bao nhiêu tháng ?;hoi_tra_gop;IS_NEEDED:trả góp
Loại này bao nhiêu GB vậy ạ????;hoi_phan_cung;WHAT_ROM:bao nhiêu GB
cho em hỏi J4 có cảm biến vân tay hay chống nước không ạ;hoi_phan_cung;PHONE:J4|IS_WATER_PROTECTED:chống nước
trả góp  Cần Mỗi CMND Đc ko ;hoi_tra_gop;IS_NEEDED:trả góp
Shop cho em hỏi con này ở cơ sở Khương Đình còn không không ạ?;hoi_con_hang;LOCATION:Khương Đình
Có trả góp đc k ạ ;hoi_tra_gop;IS_NEEDED:Có trả góp
Cơ sở Hồ Tùng Mậu còn k ạ;hoi_con_hang;LOCATION:Hồ Tùng Mậu
mua trả góp thế nào ad?;hoi_tra_gop;IS_NEEDED:mua trả góp
Mk muốn mua máy tại tphcm. Trừ PMH thì còn bn vậy ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:Trừ PMH
Mk muốn mua trả góp máy này thì làm thế nào ?;hoi_tra_gop;IS_NEEDED:mua trả góp
Cơ sở ở 306 Cầu Giấy còn những màu nào hả bạn?;hoi_con_hang;LOCATION:Cầu Giấy|WHAT_ELSE_COLOR:còn những màu nào
PMH 400k có trừ thẳng không ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:PMH
Mình mua j4 hôm 21 tháng 9. Giờ muốn đổi lên j4 plus thì mất bao nhiêu;hoi_doi_cu_lay_moi;PHONE:j4
PMH 500k có được trừ thẳng không ạ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:PMH
J4 plus có màu đỏ k ạ;hoi_con_hang;PHONE:J4 plus|COLOR:đỏ
PMH 350000đ có đc trừ thẳng vào giá ko?;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:PMH
Tôi muốn mua trả góp thủ tục cần có những gì;hoi_tra_gop;IS_NEEDED:mua trả góp
em 18 tuổi có cmnd và bằng lái xe có được trả góp ko ạ;hoi_tra_gop;IS_NEEDED:trả góp
Trả qua visa không cần CMND và bằng lái xe ạ;hoi_tra_gop;IS_NEEDED:Trả qua visa
Phải trả trước là 2.250.000 phải ko ạ;hoi_tra_gop;IS_NEEDED:Phải trả trước
Mua trả góp trả trc bao nhieu tiền ạ;hoi_tra_gop;IS_NEEDED:trả trc bao nhieu
nokia 6.1 plus chỉ có bản 64G;hoi_con_hang;PHONE:nokia 6.1 plus|ROM:64
Còn máy này 32G có phải là hàng sách tay không shop;hoi_nguon_hang;ROM:32|WHAT_FROM_TYPE:hàng sách tay
Máy còn k ad?;hoi_con_hang;OTHER:còn k
Hà Nội còn máy này ko bạn.;hoi_con_hang;LOCATION:Hà Nội
S9 plus giá nhiêu vậy ad ?;hoi_gia;PHONE:S9 plus
Cho chị hỏi ở TP.HCM còn S9 màu tím không ?;hoi_con_hang;LOCATION:TP.HCM|PHONE:S9|COLOR:tím
Quận 10 còn sản phẩm này k ạ?;hoi_con_hang;LOCATION:Quận 10
Bao h mới có màu đen vậy shop;hoi_khi_nao;COLOR:đen
Em muốn mua trả góp dt ss s9.;hoi_tra_gop;IS_NEEDED:mua trả góp|PHONE:s9
Khu vực hoàng mai hà nội còn hàng ko bạn;hoi_con_hang;LOCATION:hoàng mai|LOCATION:hà nội
S9 đc tặng quà j vậy ad;hoi_khuyen_mai;PHONE:S9|SALE_OFF_GIFF:tặng quà j
Ad ơi hết ngày 27/11/2018 còn giảm ko ad;hoi_khuyen_mai;WHEN_END_SALE_OFF:hết ngày
Còn màu tím k ad;hoi_con_hang;COLOR:tím
Mình ở hải dương;hoi_con_hang;LOCATION:hải dương
shop ơi. còn khuyến mại s9 này k ạ. ở hà nội còn hàng k ạ;hoi_khuyen_mai;Phone:s9|LOCATION:hà nội|IS_SALE_OFF_NOW:còn khuyến mại
bên quận 9 còn hàng không ad;hoi_con_hang;LOCATION:quận 9
Ad ơi ss s9 giảm giá đến khi nào v ad;hoi_khuyen_mai;PHONE:s9|WHEN_END_SALE_OFF:giảm giá đến khi nào
Shop ơi nên mua s9 hay iphone 7 plus;hoi_doi_cu_lay_moi;PHONE:s9|PHONE:iphone 7 plus
Cửa hàng Hồ Tùng Mậu còn không shop;hoi_con_hang;LOCATION:Hồ Tùng Mậu
cửa hàng bên quang trung còn hàng hk shop;hoi_con_hang;LOCATION:quang trung
Còn màu tím ko shop?;hoi_con_hang;COLOR:tím
Còn ko ad;hoi_con_hang;OTHER:Còn ko
Máy này mới hay cũ mà giảm ghê vậy;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:mới hay cũ
Cho em hỏi có CMND và GIẤY PHÉP LÁI XE có được mua trả ngóp samsung s9 ko ạh ?;hoi_tra_gop;IS_NEEDED:mua trả ngóp
ô định mai đi mua mà ở hà nội hết hàng rồi à;hoi_con_hang;LOCATION:hà nội
không biết s9 có thể trả góp 0% lãi suất qua cty tài chính nào à, bao nhiêu tháng + trả trước bao nhiêu tiền ạ?;hoi_tra_gop;IS_NEEDED:trả góp
Cho xin đia chi gân quan 7;hoi_dia_chi;LOCATION:quan 7
Bên mình đổi s8+ dùng 1 năm lên s9 s9+ cần thêm bao nhiêu ạ(máy bị hơi xước phần cạnh trên);hoi_doi_cu_lay_moi;PHONE:s8+|PHONE:s9+
Còn màu tím ko. ;hoi_con_hang;COLOR:tím
cho mình hỏi mình muốn mua máy không trả góp thì là giá bao nhiêu ?;hoi_gia;OTHER:giá bao nhiêu
Này hàng mới nguyên hợp hả ad;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:nguyên hợp
Giảm giá đến ngày nào vậy ad ?;hoi_khuyen_mai;WHEN_END_SALE_OFF:Giảm giá đến ngày nào
Trả góp s9 có dc mua vs giá giảm ko?;hoi_khuyen_mai;IS_SALE_OFF_NOW:giá giảm ko
Cho e hỏi mình trả góp s9 kia Kon giá 12tr990k HK z a;hoi_tra_gop;IS_NEEDED:trả góp
Cho e hỏi h e mua trả góp đưa trước 30% và góp 6tháng , thì mỗi tháng e góp bao nhiêu v ak;hoi_tra_gop;IS_NEEDED:mua trả góp
Mình đang dùng a8+ muốn lên đổi s9 thì giá cả thế nào shop;hoi_doi_cu_lay_moi;PHONE:a8+|PHONE:s9
Cái này hàng chính hãng còn nguyên 100% lun hay sao ?;hoi_nguon_hang;IS_BRAND_NEW_OR_LIKE_NEW:còn nguyên 100%
Mình dang xai samsung S8 , muon doi len S9, cua hang co thu lai khong ad??;hoi_doi_cu_lay_moi;PHONE:samsung S8|PHONE:S9
s9 đen ở quảng ninh có ko bạn;hoi_con_hang;PHONE:s9|LOCATION:quảng ninh
Bản tím còn ở SG không ạ?;hoi_con_hang;COLOR:tím|LOCATION:SG
Có đổi điện thoại cũ ko shop. Minh có notefe;hoi_doi_cu_lay_moi;OTHER:Có đổi điện thoại
s9 tím ngoài HN còn ko shop?;hoi_con_hang;PHONE:s9|COLOR:tím|LOCATION:HN
Em có ip 7plus 32gb lên XS Max 64gb thì phải thêm bao nhiêu ạ??;hoi_doi_cu_lay_moi;PHONE:ip 7 plus|ROM:32|PHONE:XS Max|ROM:64
Mình co iphone 8 phus 64gb lên xs 64gb thi bu bao nhiêu a;hoi_doi_cu_lay_moi;PHONE:iphone 8 phus|ROM:64|PHONE:xs|ROM:64
Iphonex 64g với 6s pink 16g thì bù bao nhiêu ạ;hoi_doi_cu_lay_moi;PHONE:Iphonex|ROM:64|PHONE:6s|COLOR:pink|ROM:16
Mình muốn đổi S6 Plus 32GB thì có đc thu cũ đổi mới không?;hoi_doi_cu_lay_moi;PHONE:S6 Plus|ROM:32
Cái giá này đang khuyến mãi hã bạn ;hoi_gia;IS_PRICE_AFTER_SALE_OFF_PRICE:giá này đang khuyến mãi
Minh muốn chuyển từ 8+ sang xs max thì bù thêm bao nhiêu ạ và có thanh toán bằng thẻ tín dụng teckcom thành 0% đc ko ạ. Máy mình ko trày màn hình chỉ châm chích ở khung vì xài ốp.;hoi_doi_cu_lay_moi;PHONE:8+|PHONE:xs max
Hello Cellphones, Mình mới mua iPhone Xs Max 64GB GREY (hàng VN/A) nhưng bây giờ muốn đổi qua máy cùng loại 64GB nhưng màu vàng thì bù bao nhiêu?;hoi_doi_cu_lay_moi;PHONE:iPhone Xs Max|ROM:64|COLOR:GREY|COLOR:vàng
X 64GB máy qt bị xước màn hình lên xs max phải bù bao nhiu shop;hoi_doi_cu_lay_moi;PHONE:X|ROM:64|OTHER:bị xước|PHONE:xs max
Trả góp cái này thế nào ạ;hoi_tra_gop;IS_NEEDED:Trả góp
Em đổi s8+ len ip xs max 64 được không ạ.;hoi_doi_cu_lay_moi;PHONE:s8+|PHONE:ip xs max|ROM:64
mình muốn mua ip xs max vàng chính hãng, tư vấn giúp mình trả góp 0% qua thẻ tín dụng nhé;hoi_gia;PHONE:ip xs max|COLOR:vàng
Ad cho hỏi mình có con ip x 256 gb mua ở Canada, shop thu lại và bù bao nhiêu để lên xs mã 64 gb;hoi_gia;PHONE:ip x|ROM:256
